rot_id,D_rot,z_rot
0,0.6774364388741232,118.40291118938102
1,0.6635880141466419,97.69244461770963
2,0.698595363354581,150.04630794882897
3,0.6432147789672953,67.22405457033129
4,0.6954754701125616,145.38047439970322
5,0.6537080344580857,82.91682983875329
6,0.67863741515914,120.19898400586911
7,0.6879467797362943,134.12123781254604
8,0.6443567625201706,68.93190312802962
9,0.6736283675709708,112.70790002540558
10,0.719129995805926,180.75606933426627
11,0.6443759790854529,68.96064170593522
12,0.644609370414597,69.3096809227037
13,0.676586260535661,117.13146043558226
14,0.6510370524360163,78.92234779692004
15,0.6385205854097833,60.203838143773915
16,0.6847194861331968,129.29478588034306
17,0.658119962723269,89.51491551642374
18,0.6394117625223632,61.536603000624304
19,0.6682815950689158,104.71174484174801
20,0.6477912361713856,74.0681950272535
21,0.6297451585739176,47.08009391200665
22,0.6763767720956284,116.81816824388366
23,0.7030807798823255,156.75429610531097
24,0.6960185600123868,146.19267112511287
25,0.5675940785813602,-45.867507703996274
26,0.6382906755296207,59.860005471011135
27,0.6061232558474933,11.753286971715607
28,0.6727678272391254,111.42095280021749
29,0.28954116027334914,-461.69860640984217
30,0.582321859306996,-23.84195487791237
31,0.6354065276837055,55.54673167084742
32,0.28917736144861117,-462.2426714242259
33,0.6231975824679182,37.28812415824271
34,0.6480127294985862,74.39944065548259
35,0.6497276228843184,76.96408196581926
36,0.6381618454309808,59.667338687329
37,0.3096165177601837,-431.67569562199117
38,0.6371717049169969,58.18657301039058
39,0.5538297867218036,-66.4521526762424
40,0.14606525496530257,-676.2683498425331
41,0.6646563890939057,99.29021072228385
42,0.6160186272419805,26.55192021070896
43,0.6333316261065486,52.443694278591394
44,0.6828393745165996,126.48305894729508
45,0.6847556951661387,129.34893687448806
46,0.6849432942046657,129.62949323326166
47,0.4274238047066322,-255.49364414562248
48,0.6157358408846161,26.12901020351521
49,0.6364026309939957,57.03641477312534
50,0.6843761912259971,128.78138469286546
51,0.6697455248263033,106.90106737483612
52,0.6324199614674055,51.08029010771275
53,0.6451062489019154,70.05276798887154
54,0.6480943155159278,74.52145341275416
55,0.6768035785253552,117.45646180213151
56,0.3320281280031409,-398.1588939721248
57,0.6749035982273571,114.61502104458187
58,0.6450862682405676,70.02288669716751
59,0.6355647433105568,55.78334482472596
60,0.42685907198734224,-256.3382079378908
61,0.6232866864962128,37.421380180910276
62,0.615929789073469,26.41906178417642
63,0.5165576441912743,-122.19303852597155
64,0.6664901176851177,102.03257134720393
65,0.6465730343972556,72.24636130846207
66,0.6656024933290041,100.70511967546172
67,0.5243425441266912,-110.5506378162134
68,0.6473436412299217,73.39881202844637
69,0.6422211295020931,65.7380412194993
70,0.6390204370098675,60.95137153172658
71,0.6571531459463849,88.06903073655737
72,0.5326536267165051,-98.12132534653111
73,0.697035508372187,147.71352822079118
74,0.4609367314527658,-205.37470551158853
75,0.6317261336927932,50.04266328622373
76,0.701465266108257,154.3382780619355
77,0.6549335161977357,84.74955082346204
78,0.6595313264009351,91.62562491781658
79,0.2896025645808524,-461.606775614432
80,0.5953895739171223,-4.2990485960087215
81,0.6746990817536148,114.30916448138801
82,0.6235417512708991,37.80283226616214
83,0.6339241983046053,53.32989230765692
84,0.6275689761143435,43.8255898821419
85,0.636400927278972,57.03386684917436
86,0.7036672679473366,157.63139524865193
87,0.6113621010990544,19.58803580356706
88,0.3398159555577868,-386.51211497665054
89,0.6779025780704333,119.10002731868117
90,0.6593720860472526,91.38747927405548
91,0.6430171449912605,66.92849085571093
92,0.3332621314250312,-396.3134287209276
93,0.6951300389958877,144.86387848822062
94,0.5597495828696895,-57.59903453143248
95,0.30530831495251465,-438.11865877397696
96,0.6744155671410643,113.88516536081255
97,0.6318976298752139,50.2991376523042
98,0.684876970166719,129.53030492861154
99,0.6583768090600078,89.89903194668673
100,0.6368218784818007,57.663403853277664
101,0.6364482219572818,57.10459654395392
102,0.6155656279284373,25.874454915937196
103,0.6422933642265414,65.8460690187212
104,0.6301347402256974,47.662717418643574
105,0.7202731547924247,182.46567576545885
106,0.7037264361784443,157.7198819680136
107,0.264154178596521,-499.665107706572
108,0.634057369121466,53.52905068163737
109,0.5658765875926982,-48.436033757161404
110,0.6473482166013883,73.4056545451713
111,0.7219682757607246,185.00074721508358
112,0.6902300391487781,137.5358765651301
113,0.6728549419804596,111.55123382306341
114,0.645269985316699,70.29763753986185
115,0.6239698689439968,38.44308680282699
116,0.7010908189693367,153.77828838035984
117,0.6161839479979341,26.799159160781375
118,0.6604204442281484,92.9553100914837
119,0.3709459093772401,-339.9569377169536
120,0.6739967386671993,113.25880292046713
121,0.6689756798370922,105.74975599984721
122,0.6373378963657111,58.435114090753544
123,0.6239446561153195,38.40538074919461
124,0.3241330105403139,-409.96612616719324
125,0.6484623911534916,75.07191444623794
126,0.6291313256721834,46.16210027430945
127,0.6734284913429899,112.40898299913503
128,0.6906949823620959,138.23120408913616
129,0.6292086859638607,46.277793413874804
130,0.5481939157916323,-74.88065763608382
131,0.655508766784712,85.6098441987993
132,0.6805302390237847,123.02972224117137
133,0.634714705471927,54.51210418992199
134,0.638720188309728,60.50234640505723
135,0.696215500941003,146.48719837994253
136,0.6648844441974204,99.63126955682903
137,0.6248627770504654,39.77844037946138
138,0.7161813084996409,176.34627608421223
139,0.6403530546194673,62.944315350215085
140,0.6405186502389706,63.191965361651505
141,0.6655230306527516,100.58628239738802
142,0.6493414025656972,76.3864853686964
143,0.7000747160065596,152.2586955849272
144,0.6860431012668117,131.2742664001809
145,0.6327083235019529,51.51153859947672
146,0.635775052386997,56.09786428690651
147,0.62350262641978,37.744320634899566
148,0.670409480337386,107.89401990827966
149,0.6610073609406045,93.83305028164098
150,0.6178587723167079,29.303876755018326
151,0.6385670277802075,60.27329320303927
152,0.6442641542527165,68.79340647840264
153,0.6788534501002046,120.52206655953692
154,0.665455125191986,100.48472905808079
155,0.6921096259576164,140.346818642589
156,0.4271336009363519,-255.927646972777
157,0.6811656295381361,123.9799555179799
158,0.6773163233195802,118.2232770991467
159,0.49423610037935867,-155.57514486961895
160,0.623007218647483,37.00343303869926
161,0.6813015391888637,124.18320984715832
162,0.41412118972748246,-275.3878464294951
163,0.6336179296393663,52.87186425910947
164,0.6908288713932011,138.4314365601634
165,0.6552957054541849,85.29120871133904
166,0.6635851875980227,97.68821748416595
167,0.6244258466196239,39.12500626979449
168,0.634276691781907,53.85705005462451
169,0.6319645782984283,50.39925973176764
170,0.6627617797690141,96.45680231217935
171,0.5899611712792588,-12.417282516574799
172,0.6458110997190046,71.10687988770535
173,0.6530624720951121,81.95138445406916
174,0.6651995618834564,100.10253141016024
175,0.22912833263860466,-552.0466331241473
176,0.6698740377394041,107.09325980416855
177,0.41390292498259623,-275.71426367851046
178,0.6308212674734045,48.689426224444766
179,0.6777021819250747,118.80033275043867
180,0.6285468305350257,45.28798157578426
181,0.5302314999154151,-101.74364175677074
182,0.6916591645897605,139.67314887260463
183,0.6464560654814719,72.07143304998269
184,0.6405691109544315,63.26742989868737
185,0.6928904264863294,141.514514143505
186,0.6530995885070666,82.00689244318491
187,0.7066349170944762,162.0695461335189
188,0.031753481958614466,-847.2228230184934
189,0.6807523491824893,123.36189034747957
190,0.6274665649083986,43.67243283366711
191,0.6521579837810998,80.59871255380261
192,0.6509388905729345,78.77554568592373
193,0.6639954922054655,98.30183239155572
194,0.6273177748551862,43.449915725483955
195,0.6446232820477378,69.33048591813022
196,0.6048153570512718,9.797310401721905
197,0.6656869513270139,100.8314275103898
198,0.1728688244665136,-636.1833263773938
199,0.6159332692539085,26.424266431063987
200,0.6476522165876827,73.8602897602109
201,0.7192218124459864,180.8933820967006
202,0.6234114255866917,37.607928818346146
203,0.6371138754053921,58.1000883602938
204,0.6426377515705972,66.3611039571443
205,0.6655243198083629,100.58821034332541
206,0.6747192630571133,114.33934583556385
207,0.31290721749818334,-426.75441914019706
208,0.08508907263850238,-767.458879494711
209,0.6955585576868135,145.50473275131563
210,0.4070427981989912,-285.97365629717694
211,0.715100027231419,174.72920843928034
212,0.6483944928348128,74.97037178799756
213,0.5091072267112778,-133.33521716368048
214,0.6685774322447803,105.15417248691115
215,0.591624714982566,-9.929435202830339
216,0.6326614618804973,51.44145654583166
217,0.6822359086924839,125.58056938451514
218,0.5681401160308035,-45.050902886761435
219,0.10070456483458651,-744.10574471647
220,0.6839456315923531,128.13747817821326
221,0.6757582804037636,115.89320733596155
222,0.6476707935864601,73.88807185960144
223,0.6498491189455506,77.14578061850044
224,0.63838841079285,60.00616959738772
225,0.7051992801486026,159.92253580117614
226,0.6760502018306948,116.32977893691876
227,0.268883003068392,-492.59310037900656
228,0.4285995695166827,-253.7352753582776
229,0.09704323445255353,-749.5813032711164
230,0.6562877054260172,86.77475522728047
231,0.6476663027615751,73.88135578318916
232,0.6874270517735525,133.34397911269068
233,0.6259950240065062,41.47172775296495
234,0.6568994344449498,87.6896024858559
235,0.6374327535748091,58.576974056544955
236,0.5991926372532529,1.3884730999846724
237,0.6332776932811445,52.36303716418104
238,0.6610084537801587,93.83468463482558
239,0.6461753380973534,71.65160225919227
240,0.6342449742008756,53.80961607461497
241,0.6532364341950062,82.21154662597627
242,0.6603118054485785,92.79283964037133
243,0.634815260571223,54.66248541114836
244,0.7068252037621217,162.35412187024403
245,0.6337080451416587,53.00663295190622
246,0.6480659366042378,74.47901244827908
247,0.24211430504393763,-532.6259731795118
248,0.6824131648583147,125.8456578670902
249,0.631591417794952,49.841194227192325
250,0.6462133541285743,71.7084556384958
251,0.6987750641376875,150.31505238255843
252,0.667762394852417,103.93527539201587
253,0.5387985814349948,-88.9314801629726
254,0.6304471899181388,48.12998925915803
255,0.650827174765445,78.60847350680817
256,0.637282632848271,58.3524669122405
257,0.678178114339929,119.512094742303
258,0.6887340798353192,135.29865349003987
259,0.662291215631832,95.75306863670961
260,0.4515786179669748,-219.3698638299767
261,0.616550945666373,27.348008079965894
262,0.6179706082186682,29.471128536693172
263,0.7099726601522449,167.06117640071963
264,0.6882223205128805,134.53331197656965
265,0.6627644392646929,96.46077961627256
266,0.6798330420249251,121.9870567089612
267,0.23866187265878044,-537.7891225564848
268,0.4148059834739837,-274.3637300931974
269,0.5299245718164971,-102.20265599540346
270,0.456915807048674,-211.38804075345953
271,0.6564798797064825,87.06215390906789
272,0.7039285573707061,158.02215636225986
273,0.5065316272809495,-137.18705352438786
274,0.6109018307652339,18.899696620583565
275,0.6654511227889195,100.47874342169636
276,0.6521886655878226,80.64459752230958
277,0.44503604789814305,-229.15434700187623
278,0.6424371005718102,66.06102825288723
279,0.6466515253069741,72.36374529934159
280,0.6970006578149248,147.66140884148376
281,0.33265786579328266,-397.2171144045349
282,0.6244857396132293,39.214576879185245
283,0.6468604229004181,72.67615387367852
284,0.6267180399849248,42.55300584390248
285,0.6144130560094351,24.150771344001885
286,0.6589814152838116,90.8032269893376
287,0.6251791385260081,40.251562333237814
288,0.4699729569617765,-191.86093408839739
289,0.6628750142471881,96.62614567946717
290,0.6298009493150962,47.16352955923205
291,0.65758797052634,88.71931552381056
292,0.6545938522203293,84.24157973013503
293,0.7156017366181958,175.47952016700458
294,0.6408992255435426,63.7611197801827
295,0.7193316795436622,181.0576895106136
296,0.6675005459036731,103.54367750225556
297,0.6584537489010289,90.01409629782083
298,0.6813934001986606,124.32058896500574
299,0.6333573556638905,52.48217310544138
